RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
14.69,42.321,6.739,0.0,0.0,0.0,14.69,42.321,6.739
0.239,0.585,0.16,0.0,0.0,0.0,0.239,0.585,0.16
1.627,1.382,2.374,,,,1.627,1.382,2.374
