RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
3.491,5.38,2.948,0.17,0.759,0.0,3.661,6.139,2.948
0.089,0.125,0.083,0.004,0.019,0.0,0.09,0.132,0.083
2.549,2.323,2.815,2.353,2.503,,2.458,2.15,2.815
