RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
41.133,4.078,48.604,0.0,0.0,0.0,41.133,4.078,48.604
0.159,0.095,0.183,0.0,0.0,0.0,0.159,0.095,0.183
0.387,2.33,0.377,,,,0.387,2.33,0.377
