RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
5.28,8.521,4.347,1.97,7.946,0.251,7.251,16.467,4.598
0.181,0.3,0.155,0.06,0.24,0.012,0.214,0.458,0.163
3.428,3.521,3.566,3.046,3.02,4.781,2.951,2.781,3.545
