RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
15.194,35.513,9.347,0.0,0.0,0.0,15.194,35.513,9.347
0.24,0.474,0.181,0.0,0.0,0.0,0.24,0.474,0.181
1.58,1.335,1.936,,,,1.58,1.335,1.936
