RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
15.325,2.581,18.992,0.0,0.0,0.0,15.325,2.581,18.992
0.236,0.078,0.293,0.0,0.0,0.0,0.236,0.078,0.293
1.54,3.022,1.543,,,,1.54,3.022,1.543
