RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
11.172,29.702,5.84,0.08,0.358,0.0,11.252,30.06,5.84
0.106,0.203,0.091,0.0,0.002,0.0,0.106,0.203,0.091
0.949,0.683,1.558,0.0,0.559,,0.942,0.675,1.558
