RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
3.442,3.876,3.317,0.0,0.0,0.0,3.442,3.876,3.317
0.073,0.084,0.073,0.0,0.0,0.0,0.073,0.084,0.073
2.121,2.167,2.201,,,,2.121,2.167,2.201
