RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
15.896,24.787,13.333,0.0,0.0,0.0,15.896,24.787,13.333
0.068,0.108,0.063,0.0,0.0,0.0,0.068,0.108,0.063
0.428,0.436,0.473,,,,0.428,0.436,0.473
