RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
8.514,10.869,8.034,0.0,0.0,0.0,8.514,10.869,8.034
0.202,0.267,0.192,0.0,0.0,0.0,0.202,0.267,0.192
2.373,2.457,2.39,,,,2.373,2.457,2.39
