RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
4.361,8.099,3.286,0.0,0.0,0.0,4.361,8.099,3.286
0.101,0.187,0.082,0.0,0.0,0.0,0.101,0.187,0.082
2.316,2.309,2.495,,,,2.316,2.309,2.495
