RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
1.08,2.343,0.716,8.774,11.436,8.009,9.854,13.778,8.725
0.069,0.124,0.058,0.243,0.286,0.254,0.282,0.306,0.292
6.389,5.292,8.101,2.77,2.501,3.171,2.862,2.221,3.347
