RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
2.043,3.153,1.723,0.0,0.0,0.0,2.043,3.153,1.723
0.054,0.095,0.05,0.0,0.0,0.0,0.054,0.095,0.05
2.643,3.013,2.902,,,,2.643,3.013,2.902
