RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
14.98,20.506,13.39,0.0,0.0,0.0,14.98,20.506,13.39
0.259,0.387,0.228,0.0,0.0,0.0,0.259,0.387,0.228
1.729,1.887,1.703,,,,1.729,1.887,1.703
