RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
3.317,3.981,3.125,19.504,44.06,12.426,22.821,48.042,15.551
0.077,0.096,0.075,0.258,0.139,0.294,0.321,0.215,0.352
2.321,2.411,2.4,1.323,0.315,2.366,1.407,0.448,2.264
