RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
5.822,11.171,4.283,0.0,0.0,0.0,5.822,11.171,4.283
0.172,0.315,0.143,0.0,0.0,0.0,0.172,0.315,0.143
2.954,2.82,3.339,,,,2.954,2.82,3.339
