RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
1.396,3.973,0.654,0.0,0.0,0.0,1.396,3.973,0.654
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,,,,0.0,0.0,0.0
