RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
9.426,34.029,2.346,0.0,0.0,0.0,9.426,34.029,2.347
0.083,0.121,0.079,0.0,0.0,0.0,0.083,0.121,0.079
0.881,0.356,3.367,,,,0.881,0.356,3.366
