RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
6.242,17.054,3.125,0.001,0.0,0.001,6.243,17.054,3.126
0.164,0.396,0.128,0.0,0.0,0.0,0.164,0.396,0.128
2.627,2.322,4.096,0.0,,0.0,2.627,2.322,4.095
