RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
5.89,12.997,3.841,0.001,0.0,0.001,5.89,12.997,3.842
0.167,0.332,0.135,0.0,0.0,0.0,0.167,0.332,0.135
2.835,2.554,3.515,0.0,,0.0,2.835,2.554,3.514
