RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
14.006,18.975,12.576,4.706,21.062,0.0,18.713,40.037,12.576
0.147,0.172,0.141,0.017,0.075,0.0,0.132,0.1,0.141
1.05,0.906,1.121,0.361,0.356,,0.705,0.25,1.121
