2.449616284637739187e-08,5.775646940434357691e-08,1.903498711421637279e-06,2.672793616917827201e-07
2.448196975959382594e-08,5.776312119971052458e-08,1.903564633948384044e-06,2.672522160684182980e-07
2.446776506852555008e-08,5.776975816101968223e-08,1.903629876538694141e-06,2.672250550449362625e-07
2.445355083575194139e-08,5.777638117980888165e-08,1.903694405167360171e-06,2.671978707761044859e-07
2.443932573605208228e-08,5.778298945698246923e-08,1.903758248919574800e-06,2.671706725203592645e-07
2.444111078517443778e-08,5.778389607941854011e-08,1.903816842746745718e-06,2.671378527091518508e-07
2.442687472241021444e-08,5.779049286178921543e-08,1.903879387812955937e-06,2.671106223982622333e-07
2.441262861281902874e-08,5.779707783136330696e-08,1.903941234287798678e-06,2.670833776647238237e-07
2.439837329807178513e-08,5.780364854941563887e-08,1.904002382297036946e-06,2.670561134215267326e-07
2.438410684605196982e-08,5.781020729538994485e-08,1.904062829275177986e-06,2.670288290476309557e-07
2.438599470220858622e-08,5.781107448162616089e-08,1.904118096039373382e-06,2.669959144357105152e-07
2.437171969320163725e-08,5.781762291358604042e-08,1.904177248282843112e-06,2.669686011912120978e-07
2.435743389601184331e-08,5.782415797249584055e-08,1.904235704954501143e-06,2.669412672338553911e-07
2.434313948637048364e-08,5.783068045786659851e-08,1.904293485626523063e-06,2.669139148727608412e-07
2.432883669355021624e-08,5.783719216834423015e-08,1.904350544355190658e-06,2.668865480779114150e-07
2.433083138782034829e-08,5.783802453292196145e-08,1.904402508240040163e-06,2.668535312947781937e-07
2.431651973160097555e-08,5.784452698176271651e-08,1.904458288101769770e-06,2.668261311284429729e-07
2.430219858065392492e-08,5.785101388466277688e-08,1.904513372767664850e-06,2.667987091446765714e-07
2.428787019965912266e-08,5.785749304200413375e-08,1.904567772766244141e-06,2.667712733188815520e-07
2.427353219345542900e-08,5.786395708510624159e-08,1.904621493892777260e-06,2.667438133580070310e-07
2.427563898553277242e-08,5.786475356551841687e-08,1.904670107409802837e-06,2.667106994974415174e-07
2.426192139437480843e-08,5.787188290567489019e-08,1.904747899661171851e-06,2.666845587584225213e-07
2.424819045852466380e-08,5.787898952458053875e-08,1.904824955918651443e-06,2.666583984631323029e-07
2.423444726120485121e-08,5.788607112490762006e-08,1.904901328359193338e-06,2.666322192842900406e-07
2.422069172790135623e-08,5.789313136984554752e-08,1.904976992576009876e-06,2.666060238921913467e-07
2.422351828017679797e-08,5.789451869551695277e-08,1.905047597381019289e-06,2.665741484275221945e-07
2.420974746131804047e-08,5.790154450965360802e-08,1.905121946061027209e-06,2.665479156470449959e-07
2.419596417786900662e-08,5.790854738879829095e-08,1.905195588509488700e-06,2.665216675484480553e-07
2.418216860542524460e-08,5.791552457207942296e-08,1.905268511067738296e-06,2.664953973024750842e-07
2.416836091908054143e-08,5.792247489434474644e-08,1.905340740115662744e-06,2.664691056388778421e-07
2.417232968317647367e-08,5.792372325910349821e-08,1.905407569966399619e-06,2.664370591906006982e-07
2.415850816389524729e-08,5.793063757508799474e-08,1.905478465790626830e-06,2.664107332022823999e-07
2.414467578309965258e-08,5.793752668347322789e-08,1.905548673469265217e-06,2.663843955725317922e-07
2.413083230052374823e-08,5.794438881672122855e-08,1.905618181598070276e-06,2.663580311501784272e-07
2.411697749245268624e-08,5.795122321063090431e-08,1.905686966107737686e-06,2.663316507482375453e-07
2.412105043400507495e-08,5.795238469876494351e-08,1.905750435180643241e-06,2.662994937031852158e-07
2.410718405303304831e-08,5.795918069404482179e-08,1.905817948656111638e-06,2.662730786361027479e-07
2.409330623904561597e-08,5.796594861717998997e-08,1.905884720790350230e-06,2.662466419533790288e-07
2.407941787299658232e-08,5.797269052683469991e-08,1.905950786161518419e-06,2.662201894806787121e-07
2.406551995715789848e-08,5.797940335560759760e-08,1.906016170602057725e-06,2.661937093291444941e-07
2.406970597509462943e-08,5.798048501445658209e-08,1.906076337218746132e-06,2.661614408661710527e-07
2.405579685727157212e-08,5.798716058840390383e-08,1.906140413137431953e-06,2.661349336999586617e-07
2.404187923511569208e-08,5.799380958294673387e-08,1.906203748285020551e-06,2.661084035456468943e-07
2.402795151978301821e-08,5.800043316071379367e-08,1.906266405045171491e-06,2.660818500920299164e-07
2.401401480498553063e-08,5.800703233980320970e-08,1.906328344369977611e-06,2.660552833756562831e-07
2.401831658878202013e-08,5.800803340873524540e-08,1.906385164405041037e-06,2.660228989430606223e-07
2.400437085964491040e-08,5.801460053031626910e-08,1.906445818391792388e-06,2.659962985108141681e-07
2.399041807207602797e-08,5.802114631556836551e-08,1.906505744606477030e-06,2.659696700853250824e-07
2.397645608688189873e-08,5.802767087718059940e-08,1.906564996795739132e-06,2.659430229212743411e-07
2.396248577630792179e-08,5.803417707412992363e-08,1.906623514827587027e-06,2.659163571741232477e-07
2.396690875464551779e-08,5.803509196848572172e-08,1.906676809439369691e-06,2.658838620810295303e-07
2.395293202566019575e-08,5.804158036222134765e-08,1.906734023827995627e-06,2.658571609620920443e-07
2.393894828824317795e-08,5.804805859898191293e-08,1.906790546235702070e-06,2.658304376458353476e-07
2.392495651938000980e-08,5.805452432216265507e-08,1.906846383554824276e-06,2.658036944434517819e-07
2.391095782100096890e-08,5.806097916814453302e-08,1.906901523198615701e-06,2.657769280519517220e-07
2.391550703136677045e-08,5.806182875843767392e-08,1.906951208206947461e-06,2.657443170888736472e-07
2.390150469115109030e-08,5.806829028294698921e-08,1.907005026561771028e-06,2.657175183752029015e-07
2.388749493334860830e-08,5.807475333835807694e-08,1.907058147340838891e-06,2.656906963287736438e-07
2.387347898205535746e-08,5.808121485122909998e-08,1.907110569581703723e-06,2.656638481549811885e-07
2.385945717061963546e-08,5.808768156619892012e-08,1.907162306949658810e-06,2.656369938631972337e-07
2.386414023921264203e-08,5.808852433009055805e-08,1.907208434064625041e-06,2.656042663094465062e-07
2.385070953192170188e-08,5.809551592446844829e-08,1.907284721889619530e-06,2.655786393828343938e-07
2.383726782117110177e-08,5.810247410458720651e-08,1.907360291344008242e-06,2.655529921371103280e-07
2.382381579313473804e-08,5.810939975076241761e-08,1.907435142012877805e-06,2.655273288217147268e-07
2.381035344411931541e-08,5.811629570053096958e-08,1.907509299405306017e-06,2.655016377815281812e-07
2.381574758934329842e-08,5.811752465136719674e-08,1.907577710661280730e-06,2.654700719741242591e-07
2.380227427017617183e-08,5.812438206036191789e-08,1.907650541715379479e-06,2.654443446981882496e-07
2.378878989912012434e-08,5.813121698860072909e-08,1.907722624938613172e-06,2.654185953111481721e-07
2.377529643344047165e-08,5.813803139262284690e-08,1.907794022609442631e-06,2.653928297528714324e-07
2.376179381419543351e-08,5.814482575704185348e-08,1.907864696287442563e-06,2.653670396574373861e-07
2.376852417765499605e-08,5.814601126460610821e-08,1.907929998866602537e-06,2.653353270229068496e-07
2.375501158742359926e-08,5.815278720596160615e-08,1.907999361344041381e-06,2.653095037882673185e-07
2.374149062291380114e-08,5.815955120477591110e-08,1.908067996156342743e-06,2.652836533328266348e-07
2.372796005375852056e-08,5.816630353196361742e-08,1.908135912903487090e-06,2.652577850437352687e-07
2.371442085907056724e-08,5.817304343184224302e-08,1.908203123838614922e-06,2.652318858314363794e-07
